window_id,window_start,window_end,label,split
698,2008-11-13,2008-11-19,0,train
699,2008-11-14,2008-11-20,0,train
700,2008-11-15,2008-11-21,0,train
701,2008-11-16,2008-11-22,0,test
702,2008-11-17,2008-11-23,0,test
703,2008-11-18,2008-11-24,0,train
704,2008-11-19,2008-11-25,0,train
705,2008-11-20,2008-11-26,1,train
706,2008-11-21,2008-11-27,0,train
707,2008-11-22,2008-11-28,0,test
708,2008-11-23,2008-11-29,0,train
709,2008-11-24,2008-11-30,1,train
710,2008-11-25,2008-12-01,0,train
711,2008-11-26,2008-12-02,1,train
712,2008-11-27,2008-12-03,0,train
713,2008-11-28,2008-12-04,0,train
714,2008-11-29,2008-12-05,1,test
715,2008-11-30,2008-12-06,0,train
716,2008-12-01,2008-12-07,0,train
717,2008-12-02,2008-12-08,0,train
718,2008-12-03,2008-12-09,0,train
719,2008-12-04,2008-12-10,0,train
720,2008-12-05,2008-12-11,0,train
721,2008-12-06,2008-12-12,0,train
722,2008-12-07,2008-12-13,0,train
723,2008-12-08,2008-12-14,0,train
724,2008-12-09,2008-12-15,0,train
725,2008-12-10,2008-12-16,0,train
726,2008-12-11,2008-12-17,0,train
727,2008-12-12,2008-12-18,0,train
728,2008-12-13,2008-12-19,0,test
729,2008-12-14,2008-12-20,1,train
730,2008-12-15,2008-12-21,0,train
731,2008-12-16,2008-12-22,0,test
732,2008-12-17,2008-12-23,1,test
733,2008-12-18,2008-12-24,0,train
734,2008-12-19,2008-12-25,0,train
735,2008-12-20,2008-12-26,0,test
736,2008-12-21,2008-12-27,0,test
737,2008-12-22,2008-12-28,0,train
738,2008-12-23,2008-12-29,0,train
739,2008-12-24,2008-12-30,0,train
740,2008-12-25,2008-12-31,0,train
741,2008-12-26,2009-01-01,0,train
742,2008-12-27,2009-01-02,0,train
743,2008-12-28,2009-01-03,1,train
744,2008-12-29,2009-01-04,0,train
745,2008-12-30,2009-01-05,0,train
746,2008-12-31,2009-01-06,0,train
747,2009-01-01,2009-01-07,0,train
748,2009-01-02,2009-01-08,0,test
749,2009-01-03,2009-01-09,0,test
750,2009-01-04,2009-01-10,0,train
751,2009-01-05,2009-01-11,0,train
752,2009-01-06,2009-01-12,1,train
753,2009-01-07,2009-01-13,0,test
754,2009-01-08,2009-01-14,1,train
755,2009-01-09,2009-01-15,0,train
756,2009-01-10,2009-01-16,0,train
757,2009-01-11,2009-01-17,0,train
758,2009-01-12,2009-01-18,0,train
759,2009-01-13,2009-01-19,0,train
760,2009-01-14,2009-01-20,0,train
761,2009-01-15,2009-01-21,0,test
762,2009-01-16,2009-01-22,1,train
763,2009-01-17,2009-01-23,0,train
764,2009-01-18,2009-01-24,1,train
765,2009-01-19,2009-01-25,0,train
766,2009-01-20,2009-01-26,0,train
767,2009-01-21,2009-01-27,0,train
768,2009-01-22,2009-01-28,0,train
769,2009-01-23,2009-01-29,0,train
770,2009-01-24,2009-01-30,0,train
771,2009-01-25,2009-01-31,0,train
772,2009-01-26,2009-02-01,0,train
773,2009-01-27,2009-02-02,0,test
774,2009-01-28,2009-02-03,0,train
775,2009-01-29,2009-02-04,0,train
776,2009-01-30,2009-02-05,0,train
777,2009-01-31,2009-02-06,0,train
778,2009-02-01,2009-02-07,0,train
779,2009-02-02,2009-02-08,0,test
780,2009-02-03,2009-02-09,0,train
781,2009-02-04,2009-02-10,0,train
782,2009-02-05,2009-02-11,0,train
783,2009-02-06,2009-02-12,0,test
784,2009-02-07,2009-02-13,0,train
785,2009-02-08,2009-02-14,0,train
786,2009-02-09,2009-02-15,0,train
787,2009-02-10,2009-02-16,0,train
788,2009-02-11,2009-02-17,0,train
789,2009-02-12,2009-02-18,0,train
790,2009-02-13,2009-02-19,0,train
791,2009-02-14,2009-02-20,0,train
792,2009-02-15,2009-02-21,0,train
793,2009-02-16,2009-02-22,0,train
794,2009-02-17,2009-02-23,0,train
795,2009-02-18,2009-02-24,0,train
796,2009-02-19,2009-02-25,0,test
797,2009-02-20,2009-02-26,0,train
798,2009-02-21,2009-02-27,0,train
799,2009-02-22,2009-02-28,0,train
800,2009-02-23,2009-03-01,0,train
801,2009-02-24,2009-03-02,0,test
802,2009-02-25,2009-03-03,0,test
803,2009-02-26,2009-03-04,0,test
804,2009-02-27,2009-03-05,0,train
805,2009-02-28,2009-03-06,0,test
806,2009-03-01,2009-03-07,0,train
807,2009-03-02,2009-03-08,0,train
808,2009-03-03,2009-03-09,0,train
809,2009-03-04,2009-03-10,0,train
810,2009-03-05,2009-03-11,0,train
811,2009-03-06,2009-03-12,0,train
812,2009-03-07,2009-03-13,0,train
813,2009-03-08,2009-03-14,0,train
814,2009-03-09,2009-03-15,1,test
815,2009-03-10,2009-03-16,0,train
816,2009-03-11,2009-03-17,0,train
817,2009-03-12,2009-03-18,0,train
818,2009-03-13,2009-03-19,0,test
819,2009-03-14,2009-03-20,0,train
820,2009-03-15,2009-03-21,1,train
821,2009-03-16,2009-03-22,0,train
822,2009-03-17,2009-03-23,0,test
823,2009-03-18,2009-03-24,0,train
824,2009-03-19,2009-03-25,0,train
825,2009-03-20,2009-03-26,0,test
826,2009-03-21,2009-03-27,0,train
827,2009-03-22,2009-03-28,0,train
828,2009-03-23,2009-03-29,0,train
829,2009-03-24,2009-03-30,1,test
830,2009-03-25,2009-03-31,0,train
831,2009-03-26,2009-04-01,0,train
832,2009-03-27,2009-04-02,1,train
833,2009-03-28,2009-04-03,0,test
834,2009-03-29,2009-04-04,0,test
835,2009-03-30,2009-04-05,0,train
836,2009-03-31,2009-04-06,0,train
837,2009-04-01,2009-04-07,0,test
838,2009-04-02,2009-04-08,0,train
839,2009-04-03,2009-04-09,0,train
840,2009-04-04,2009-04-10,0,train
841,2009-04-05,2009-04-11,0,train
842,2009-04-06,2009-04-12,0,train
843,2009-04-07,2009-04-13,0,train
844,2009-04-08,2009-04-14,0,train
845,2009-04-09,2009-04-15,0,train
846,2009-04-10,2009-04-16,1,test
847,2009-04-11,2009-04-17,0,train
848,2009-04-12,2009-04-18,0,train
849,2009-04-13,2009-04-19,0,train
850,2009-04-14,2009-04-20,0,test
851,2009-04-15,2009-04-21,0,train
852,2009-04-16,2009-04-22,0,train
853,2009-04-17,2009-04-23,0,test
854,2009-04-18,2009-04-24,0,test
855,2009-04-19,2009-04-25,0,train
856,2009-04-20,2009-04-26,0,test
857,2009-04-21,2009-04-27,0,train
858,2009-04-22,2009-04-28,0,train
859,2009-04-23,2009-04-29,0,test
860,2009-04-24,2009-04-30,0,train
861,2009-04-25,2009-05-01,0,train
862,2009-04-26,2009-05-02,0,train
863,2009-04-27,2009-05-03,0,test
864,2009-04-28,2009-05-04,0,test
865,2009-04-29,2009-05-05,0,train
866,2009-04-30,2009-05-06,0,train
867,2009-05-01,2009-05-07,0,train
868,2009-05-02,2009-05-08,0,train
869,2009-05-03,2009-05-09,0,train
870,2009-05-04,2009-05-10,0,train
871,2009-05-05,2009-05-11,0,train
872,2009-05-06,2009-05-12,0,train
873,2009-05-07,2009-05-13,1,train
874,2009-05-08,2009-05-14,0,train
875,2009-05-09,2009-05-15,0,test
876,2009-05-10,2009-05-16,0,train
877,2009-05-11,2009-05-17,0,train
878,2009-05-12,2009-05-18,0,train
879,2009-05-13,2009-05-19,0,train
880,2009-05-14,2009-05-20,0,train
881,2009-05-15,2009-05-21,0,test
882,2009-05-16,2009-05-22,0,train
883,2009-05-17,2009-05-23,0,train
884,2009-05-18,2009-05-24,0,train
885,2009-05-19,2009-05-25,0,train
886,2009-05-20,2009-05-26,1,test
887,2009-05-21,2009-05-27,0,train
888,2009-05-22,2009-05-28,0,train
889,2009-05-23,2009-05-29,0,train
890,2009-05-24,2009-05-30,0,train
891,2009-05-25,2009-05-31,0,train
892,2009-05-26,2009-06-01,0,test
893,2009-05-27,2009-06-02,0,train
894,2009-05-28,2009-06-03,0,train
895,2009-05-29,2009-06-04,0,train
896,2009-05-30,2009-06-05,0,test
897,2009-05-31,2009-06-06,0,train
898,2009-06-01,2009-06-07,1,test
899,2009-06-02,2009-06-08,0,train
900,2009-06-03,2009-06-09,0,train
901,2009-06-04,2009-06-10,0,train
902,2009-06-05,2009-06-11,0,test
903,2009-06-06,2009-06-12,1,train
904,2009-06-07,2009-06-13,0,train
905,2009-06-08,2009-06-14,0,train
906,2009-06-09,2009-06-15,1,train
907,2009-06-10,2009-06-16,0,train
908,2009-06-11,2009-06-17,0,train
909,2009-06-12,2009-06-18,0,train
910,2009-06-13,2009-06-19,0,train
911,2009-06-14,2009-06-20,0,train
912,2009-06-15,2009-06-21,1,train
913,2009-06-16,2009-06-22,0,train
914,2009-06-17,2009-06-23,0,train
915,2009-06-18,2009-06-24,0,train
916,2009-06-19,2009-06-25,0,train
917,2009-06-20,2009-06-26,0,train
918,2009-06-21,2009-06-27,1,train
919,2009-06-22,2009-06-28,0,train
920,2009-06-23,2009-06-29,0,test
921,2009-06-24,2009-06-30,0,train
922,2009-06-25,2009-07-01,1,train
923,2009-06-26,2009-07-02,0,test
924,2009-06-27,2009-07-03,0,train
925,2009-06-28,2009-07-04,0,train
926,2009-06-29,2009-07-05,0,train
927,2009-06-30,2009-07-06,0,test
928,2009-07-01,2009-07-07,0,train
929,2009-07-02,2009-07-08,0,train
930,2009-07-03,2009-07-09,0,test
931,2009-07-04,2009-07-10,0,train
932,2009-07-05,2009-07-11,0,train
933,2009-07-06,2009-07-12,0,train
934,2009-07-07,2009-07-13,0,train
935,2009-07-08,2009-07-14,0,train
936,2009-07-09,2009-07-15,0,train
937,2009-07-10,2009-07-16,0,test
938,2009-07-11,2009-07-17,0,test
939,2009-07-12,2009-07-18,0,train
940,2009-07-13,2009-07-19,1,train
941,2009-07-14,2009-07-20,0,train
942,2009-07-15,2009-07-21,0,train
943,2009-07-16,2009-07-22,0,train
944,2009-07-17,2009-07-23,0,train
945,2009-07-18,2009-07-24,0,test
946,2009-07-19,2009-07-25,0,test
947,2009-07-20,2009-07-26,0,train
948,2009-07-21,2009-07-27,0,test
949,2009-07-22,2009-07-28,0,train
950,2009-07-23,2009-07-29,0,train
951,2009-07-24,2009-07-30,0,test
952,2009-07-25,2009-07-31,0,train
953,2009-07-26,2009-08-01,0,train
954,2009-07-27,2009-08-02,0,train
955,2009-07-28,2009-08-03,0,train
956,2009-07-29,2009-08-04,0,train
957,2009-07-30,2009-08-05,0,train
958,2009-07-31,2009-08-06,0,train
959,2009-08-01,2009-08-07,0,test
960,2009-08-02,2009-08-08,0,train
961,2009-08-03,2009-08-09,0,train
962,2009-08-04,2009-08-10,0,train
963,2009-08-05,2009-08-11,0,train
964,2009-08-06,2009-08-12,0,test
965,2009-08-07,2009-08-13,0,test
966,2009-08-08,2009-08-14,0,train
967,2009-08-09,2009-08-15,0,train
968,2009-08-10,2009-08-16,0,train
969,2009-08-11,2009-08-17,0,train
970,2009-08-12,2009-08-18,0,train
971,2009-08-13,2009-08-19,0,train
972,2009-08-14,2009-08-20,0,train
973,2009-08-15,2009-08-21,0,train
974,2009-08-16,2009-08-22,0,train
975,2009-08-17,2009-08-23,0,train
976,2009-08-18,2009-08-24,0,train
977,2009-08-19,2009-08-25,0,train
978,2009-08-20,2009-08-26,0,train
979,2009-08-21,2009-08-27,0,train
980,2009-08-22,2009-08-28,0,train
981,2009-08-23,2009-08-29,0,test
982,2009-08-24,2009-08-30,0,train
983,2009-08-25,2009-08-31,0,train
984,2009-08-26,2009-09-01,0,train
985,2009-08-27,2009-09-02,0,train
986,2009-08-28,2009-09-03,0,train
987,2009-08-29,2009-09-04,0,train
988,2009-08-30,2009-09-05,0,train
989,2009-08-31,2009-09-06,0,train
990,2009-09-01,2009-09-07,1,train
991,2009-09-02,2009-09-08,0,train
992,2009-09-03,2009-09-09,0,train
993,2009-09-04,2009-09-10,0,train
994,2009-09-05,2009-09-11,0,train
995,2009-09-06,2009-09-12,0,train
996,2009-09-07,2009-09-13,0,train
997,2009-09-08,2009-09-14,0,test
998,2009-09-09,2009-09-15,0,test
999,2009-09-10,2009-09-16,0,train
1000,2009-09-11,2009-09-17,0,train
1001,2009-09-12,2009-09-18,1,test
1002,2009-09-13,2009-09-19,0,train
1003,2009-09-14,2009-09-20,0,train
1004,2009-09-15,2009-09-21,0,train
1005,2009-09-16,2009-09-22,0,train
1006,2009-09-17,2009-09-23,0,train
1007,2009-09-18,2009-09-24,0,train
1008,2009-09-19,2009-09-25,1,train
1009,2009-09-20,2009-09-26,0,train
1010,2009-09-21,2009-09-27,1,test
1011,2009-09-22,2009-09-28,0,train
1012,2009-09-23,2009-09-29,0,train
1013,2009-09-24,2009-09-30,0,train
1014,2009-09-25,2009-10-01,0,train
1015,2009-09-26,2009-10-02,0,train
1016,2009-09-27,2009-10-03,0,train
1017,2009-09-28,2009-10-04,0,train
1018,2009-09-29,2009-10-05,0,train
1019,2009-09-30,2009-10-06,0,train
1020,2009-10-01,2009-10-07,0,train
1021,2009-10-02,2009-10-08,0,train
1022,2009-10-03,2009-10-09,0,train
1023,2009-10-04,2009-10-10,0,test
1024,2009-10-05,2009-10-11,0,train
1025,2009-10-06,2009-10-12,0,train
1026,2009-10-07,2009-10-13,0,test
1027,2009-10-08,2009-10-14,0,test
1028,2009-10-09,2009-10-15,0,test
1029,2009-10-10,2009-10-16,0,test
1030,2009-10-11,2009-10-17,0,train
1031,2009-10-12,2009-10-18,0,test
1032,2009-10-13,2009-10-19,0,test
1033,2009-10-14,2009-10-20,0,train
1034,2009-10-15,2009-10-21,0,train
1035,2009-10-16,2009-10-22,0,train
1036,2009-10-17,2009-10-23,0,train
1037,2009-10-18,2009-10-24,0,train
1038,2009-10-19,2009-10-25,0,train
1039,2009-10-20,2009-10-26,0,train
1040,2009-10-21,2009-10-27,0,train
1041,2009-10-22,2009-10-28,0,train
1042,2009-10-23,2009-10-29,0,train
1043,2009-10-24,2009-10-30,0,train
1044,2009-10-25,2009-10-31,0,test
1045,2009-10-26,2009-11-01,0,train
1046,2009-10-27,2009-11-02,0,train
1047,2009-10-28,2009-11-03,0,test
1048,2009-10-29,2009-11-04,0,train
1049,2009-10-30,2009-11-05,0,train
1050,2009-10-31,2009-11-06,0,train
1051,2009-11-01,2009-11-07,0,train
1052,2009-11-02,2009-11-08,0,train
1053,2009-11-03,2009-11-09,0,test
1054,2009-11-04,2009-11-10,0,train
1055,2009-11-05,2009-11-11,0,train
1056,2009-11-06,2009-11-12,0,train
1057,2009-11-07,2009-11-13,0,train
1058,2009-11-08,2009-11-14,0,train
1059,2009-11-09,2009-11-15,0,train
1060,2009-11-10,2009-11-16,0,train
1061,2009-11-11,2009-11-17,0,train
1062,2009-11-12,2009-11-18,0,train
1063,2009-11-13,2009-11-19,0,train
1064,2009-11-14,2009-11-20,0,train
1065,2009-11-15,2009-11-21,0,train
1066,2009-11-16,2009-11-22,0,train
1067,2009-11-17,2009-11-23,0,test
1068,2009-11-18,2009-11-24,0,train
1069,2009-11-19,2009-11-25,0,train
1070,2009-11-20,2009-11-26,0,train
1071,2009-11-21,2009-11-27,0,train
1072,2009-11-22,2009-11-28,0,train
1073,2009-11-23,2009-11-29,0,train
1074,2009-11-24,2009-11-30,1,train
1075,2009-11-25,2009-12-01,0,train
1076,2009-11-26,2009-12-02,0,train
1077,2009-11-27,2009-12-03,0,train
1078,2009-11-28,2009-12-04,0,train
1079,2009-11-29,2009-12-05,0,train
1080,2009-11-30,2009-12-06,0,train
1081,2009-12-01,2009-12-07,0,train
1082,2009-12-02,2009-12-08,0,train
1083,2009-12-03,2009-12-09,0,train
1084,2009-12-04,2009-12-10,0,train
1085,2009-12-05,2009-12-11,0,test
1086,2009-12-06,2009-12-12,0,train
1087,2009-12-07,2009-12-13,0,test
1088,2009-12-08,2009-12-14,0,train
1089,2009-12-09,2009-12-15,0,test
1090,2009-12-10,2009-12-16,0,test
1091,2009-12-11,2009-12-17,1,test
1092,2009-12-12,2009-12-18,0,train
1093,2009-12-13,2009-12-19,0,test
1094,2009-12-14,2009-12-20,0,test
1095,2009-12-15,2009-12-21,0,test
1096,2009-12-16,2009-12-22,0,train
1097,2009-12-17,2009-12-23,0,train
1098,2009-12-18,2009-12-24,0,train
1099,2009-12-19,2009-12-25,0,test
1100,2009-12-20,2009-12-26,1,train
1101,2009-12-21,2009-12-27,0,train
1102,2009-12-22,2009-12-28,1,train
1103,2009-12-23,2009-12-29,0,train
1104,2009-12-24,2009-12-30,0,test
1105,2009-12-25,2009-12-31,0,train
1106,2009-12-26,2010-01-01,0,train
1107,2009-12-27,2010-01-02,0,train
1108,2009-12-28,2010-01-03,0,train
1109,2009-12-29,2010-01-04,1,train
1110,2009-12-30,2010-01-05,0,train
1111,2009-12-31,2010-01-06,0,train
1112,2010-01-01,2010-01-07,0,train
1113,2010-01-02,2010-01-08,0,train
1114,2010-01-03,2010-01-09,0,train
1115,2010-01-04,2010-01-10,0,test
1116,2010-01-05,2010-01-11,0,train
1117,2010-01-06,2010-01-12,0,train
1118,2010-01-07,2010-01-13,1,train
1119,2010-01-08,2010-01-14,0,train
1120,2010-01-09,2010-01-15,0,train
1121,2010-01-10,2010-01-16,0,train
1122,2010-01-11,2010-01-17,0,test
1123,2010-01-12,2010-01-18,0,test
1124,2010-01-13,2010-01-19,0,train
1125,2010-01-14,2010-01-20,0,train
1126,2010-01-15,2010-01-21,0,train
1127,2010-01-16,2010-01-22,0,train
1128,2010-01-17,2010-01-23,0,train
1129,2010-01-18,2010-01-24,0,test
1130,2010-01-19,2010-01-25,0,train
1131,2010-01-20,2010-01-26,0,train
1132,2010-01-21,2010-01-27,0,train
1133,2010-01-22,2010-01-28,0,train
1134,2010-01-23,2010-01-29,0,test
1135,2010-01-24,2010-01-30,0,train
1136,2010-01-25,2010-01-31,0,train
1137,2010-01-26,2010-02-01,0,test
1138,2010-01-27,2010-02-02,0,test
1139,2010-01-28,2010-02-03,0,train
1140,2010-01-29,2010-02-04,0,train
1141,2010-01-30,2010-02-05,0,train
1142,2010-01-31,2010-02-06,0,test
1143,2010-02-01,2010-02-07,0,train
1144,2010-02-02,2010-02-08,0,train
1145,2010-02-03,2010-02-09,0,train
1146,2010-02-04,2010-02-10,0,train
1147,2010-02-05,2010-02-11,0,train
1148,2010-02-06,2010-02-12,0,train
1149,2010-02-07,2010-02-13,0,test
1150,2010-02-08,2010-02-14,0,train
1151,2010-02-09,2010-02-15,0,train
1152,2010-02-10,2010-02-16,0,train
1153,2010-02-11,2010-02-17,0,train
1154,2010-02-12,2010-02-18,0,test
1155,2010-02-13,2010-02-19,0,train
1156,2010-02-14,2010-02-20,0,train
1157,2010-02-15,2010-02-21,1,train
1158,2010-02-16,2010-02-22,0,train
1159,2010-02-17,2010-02-23,0,train
1160,2010-02-18,2010-02-24,0,train
1161,2010-02-19,2010-02-25,0,test
1162,2010-02-20,2010-02-26,0,train
1163,2010-02-21,2010-02-27,0,train
1164,2010-02-22,2010-02-28,0,train
1165,2010-02-23,2010-03-01,0,test
1166,2010-02-24,2010-03-02,0,train
1167,2010-02-25,2010-03-03,0,train
1168,2010-02-26,2010-03-04,0,train
1169,2010-02-27,2010-03-05,0,train
1170,2010-02-28,2010-03-06,1,test
1171,2010-03-01,2010-03-07,0,train
1172,2010-03-02,2010-03-08,0,train
1173,2010-03-03,2010-03-09,0,train
1174,2010-03-04,2010-03-10,0,train
1175,2010-03-05,2010-03-11,1,test
1176,2010-03-06,2010-03-12,0,test
1177,2010-03-07,2010-03-13,0,test
1178,2010-03-08,2010-03-14,0,train
1179,2010-03-09,2010-03-15,0,train
1180,2010-03-10,2010-03-16,0,train
1181,2010-03-11,2010-03-17,0,train
1182,2010-03-12,2010-03-18,0,train
1183,2010-03-13,2010-03-19,0,train
1184,2010-03-14,2010-03-20,0,train
1185,2010-03-15,2010-03-21,0,test
1186,2010-03-16,2010-03-22,0,train
1187,2010-03-17,2010-03-23,0,test
1188,2010-03-18,2010-03-24,0,train
1189,2010-03-19,2010-03-25,0,train
1190,2010-03-20,2010-03-26,0,test
1191,2010-03-21,2010-03-27,0,train
1192,2010-03-22,2010-03-28,0,train
1193,2010-03-23,2010-03-29,0,train
1194,2010-03-24,2010-03-30,0,train
1195,2010-03-25,2010-03-31,1,train
1196,2010-03-26,2010-04-01,0,train
1197,2010-03-27,2010-04-02,0,train
1198,2010-03-28,2010-04-03,0,test
1199,2010-03-29,2010-04-04,0,train
1200,2010-03-30,2010-04-05,0,train
1201,2010-03-31,2010-04-06,0,test
1202,2010-04-01,2010-04-07,0,test
1203,2010-04-02,2010-04-08,0,test
1204,2010-04-03,2010-04-09,0,train
1205,2010-04-04,2010-04-10,0,test
1206,2010-04-05,2010-04-11,0,train
1207,2010-04-06,2010-04-12,0,train
1208,2010-04-07,2010-04-13,0,test
1209,2010-04-08,2010-04-14,0,train
1210,2010-04-09,2010-04-15,1,test
1211,2010-04-10,2010-04-16,0,train
1212,2010-04-11,2010-04-17,0,test
1213,2010-04-12,2010-04-18,0,test
1214,2010-04-13,2010-04-19,0,train
1215,2010-04-14,2010-04-20,0,train
1216,2010-04-15,2010-04-21,0,train
1217,2010-04-16,2010-04-22,0,test
1218,2010-04-17,2010-04-23,0,train
1219,2010-04-18,2010-04-24,1,train
1220,2010-04-19,2010-04-25,0,test
1221,2010-04-20,2010-04-26,1,train
1222,2010-04-21,2010-04-27,0,train
1223,2010-04-22,2010-04-28,0,train
1224,2010-04-23,2010-04-29,0,train
1225,2010-04-24,2010-04-30,0,train
1226,2010-04-25,2010-05-01,1,train
1227,2010-04-26,2010-05-02,0,test
1228,2010-04-27,2010-05-03,0,train
1229,2010-04-28,2010-05-04,1,test
1230,2010-04-29,2010-05-05,0,train
1231,2010-04-30,2010-05-06,0,train
1232,2010-05-01,2010-05-07,0,train
1233,2010-05-02,2010-05-08,0,train
1234,2010-05-03,2010-05-09,0,test
1235,2010-05-04,2010-05-10,0,train
1236,2010-05-05,2010-05-11,0,train
1237,2010-05-06,2010-05-12,0,train
1238,2010-05-07,2010-05-13,0,train
1239,2010-05-08,2010-05-14,0,test
1240,2010-05-09,2010-05-15,0,test
1241,2010-05-10,2010-05-16,0,test
1242,2010-05-11,2010-05-17,0,test
1243,2010-05-12,2010-05-18,0,train
1244,2010-05-13,2010-05-19,0,train
1245,2010-05-14,2010-05-20,0,train
1246,2010-05-15,2010-05-21,0,train
1247,2010-05-16,2010-05-22,0,train
1248,2010-05-17,2010-05-23,0,train
1249,2010-05-18,2010-05-24,0,test
1250,2010-05-19,2010-05-25,0,train
1251,2010-05-20,2010-05-26,1,test
1252,2010-05-21,2010-05-27,0,train
1253,2010-05-22,2010-05-28,0,train
1254,2010-05-23,2010-05-29,1,train
1255,2010-05-24,2010-05-30,0,train
1256,2010-05-25,2010-05-31,0,test
1257,2010-05-26,2010-06-01,0,train
1258,2010-05-27,2010-06-02,0,train
1259,2010-05-28,2010-06-03,1,train
1260,2010-05-29,2010-06-04,0,train
1261,2010-05-30,2010-06-05,0,train
1262,2010-05-31,2010-06-06,0,train
1263,2010-06-01,2010-06-07,0,train
1264,2010-06-02,2010-06-08,0,train
1265,2010-06-03,2010-06-09,0,test
1266,2010-06-04,2010-06-10,0,train
1267,2010-06-05,2010-06-11,0,train
1268,2010-06-06,2010-06-12,0,train
1269,2010-06-07,2010-06-13,0,train
1270,2010-06-08,2010-06-14,0,test
1271,2010-06-09,2010-06-15,0,train
1272,2010-06-10,2010-06-16,0,test
1273,2010-06-11,2010-06-17,0,test
1274,2010-06-12,2010-06-18,0,test
1275,2010-06-13,2010-06-19,0,train
1276,2010-06-14,2010-06-20,0,train
1277,2010-06-15,2010-06-21,0,train
1278,2010-06-16,2010-06-22,0,train
1279,2010-06-17,2010-06-23,0,train
1280,2010-06-18,2010-06-24,0,train
1281,2010-06-19,2010-06-25,1,train
1282,2010-06-20,2010-06-26,0,train
1283,2010-06-21,2010-06-27,0,train
1284,2010-06-22,2010-06-28,0,train
1285,2010-06-23,2010-06-29,0,test
1286,2010-06-24,2010-06-30,0,train
1287,2010-06-25,2010-07-01,0,train
1288,2010-06-26,2010-07-02,0,train
1289,2010-06-27,2010-07-03,0,train
1290,2010-06-28,2010-07-04,0,train
1291,2010-06-29,2010-07-05,1,train
1292,2010-06-30,2010-07-06,0,train
1293,2010-07-01,2010-07-07,0,train
1294,2010-07-02,2010-07-08,0,train
1295,2010-07-03,2010-07-09,0,test
1296,2010-07-04,2010-07-10,0,train
1297,2010-07-05,2010-07-11,0,test
1298,2010-07-06,2010-07-12,0,train
1299,2010-07-07,2010-07-13,0,train
1300,2010-07-08,2010-07-14,0,train
1301,2010-07-09,2010-07-15,0,train
1302,2010-07-10,2010-07-16,0,train
1303,2010-07-11,2010-07-17,0,train
1304,2010-07-12,2010-07-18,0,test
1305,2010-07-13,2010-07-19,0,test
1306,2010-07-14,2010-07-20,0,train
1307,2010-07-15,2010-07-21,0,test
1308,2010-07-16,2010-07-22,0,train
1309,2010-07-17,2010-07-23,0,train
1310,2010-07-18,2010-07-24,0,train
1311,2010-07-19,2010-07-25,0,train
1312,2010-07-20,2010-07-26,0,test
1313,2010-07-21,2010-07-27,0,test
1314,2010-07-22,2010-07-28,0,train
1315,2010-07-23,2010-07-29,0,train
1316,2010-07-24,2010-07-30,0,test
1317,2010-07-25,2010-07-31,0,train
1318,2010-07-26,2010-08-01,0,test
1319,2010-07-27,2010-08-02,0,train
1320,2010-07-28,2010-08-03,0,train
1321,2010-07-29,2010-08-04,0,train
1322,2010-07-30,2010-08-05,0,train
1323,2010-07-31,2010-08-06,0,test
1324,2010-08-01,2010-08-07,0,train
1325,2010-08-02,2010-08-08,0,train
1326,2010-08-03,2010-08-09,0,test
1327,2010-08-04,2010-08-10,0,train
1328,2010-08-05,2010-08-11,0,train
1329,2010-08-06,2010-08-12,0,train
1330,2010-08-07,2010-08-13,0,test
1331,2010-08-08,2010-08-14,0,train
1332,2010-08-09,2010-08-15,1,test
1333,2010-08-10,2010-08-16,0,train
1334,2010-08-11,2010-08-17,1,train
1335,2010-08-12,2010-08-18,0,train
1336,2010-08-13,2010-08-19,0,train
1337,2010-08-14,2010-08-20,0,train
1338,2010-08-15,2010-08-21,0,train
1339,2010-08-16,2010-08-22,0,train
1340,2010-08-17,2010-08-23,0,train
1341,2010-08-18,2010-08-24,0,train
1342,2010-08-19,2010-08-25,0,train
1343,2010-08-20,2010-08-26,0,train
1344,2010-08-21,2010-08-27,1,train
1345,2010-08-22,2010-08-28,0,train
1346,2010-08-23,2010-08-29,1,train
1347,2010-08-24,2010-08-30,0,train
1348,2010-08-25,2010-08-31,0,test
1349,2010-08-26,2010-09-01,0,train
1350,2010-08-27,2010-09-02,0,train
1351,2010-08-28,2010-09-03,0,test
1352,2010-08-29,2010-09-04,0,test
1353,2010-08-30,2010-09-05,0,test
1354,2010-08-31,2010-09-06,0,train
1355,2010-09-01,2010-09-07,1,train
1356,2010-09-02,2010-09-08,0,train
1357,2010-09-03,2010-09-09,0,test
1358,2010-09-04,2010-09-10,0,train
1359,2010-09-05,2010-09-11,0,test
1360,2010-09-06,2010-09-12,0,train
1361,2010-09-07,2010-09-13,0,train
1362,2010-09-08,2010-09-14,0,train
1363,2010-09-09,2010-09-15,0,train
1364,2010-09-10,2010-09-16,0,test
1365,2010-09-11,2010-09-17,0,train
1366,2010-09-12,2010-09-18,0,train
1367,2010-09-13,2010-09-19,0,train
1368,2010-09-14,2010-09-20,0,train
1369,2010-09-15,2010-09-21,0,train
1370,2010-09-16,2010-09-22,0,train
1371,2010-09-17,2010-09-23,0,test
1372,2010-09-18,2010-09-24,1,train
1373,2010-09-19,2010-09-25,0,train
1374,2010-09-20,2010-09-26,1,train
1375,2010-09-21,2010-09-27,0,train
1376,2010-09-22,2010-09-28,0,train
1377,2010-09-23,2010-09-29,0,train
